1,6.975736284,6.9741388699832125,80.20451983,80.20934780622675,part_6.966753172_79.8811278,part_6.965155727360805_79.88595577622681
2,6.966753172,6.965155727,79.8811278,79.88595578,part_6.966753172_79.8811278,part_6.965155727360805_79.88595577622681
3,6.95777006,6.951380127,79.87214469,79.87697267,part_6.95777006_79.87214469,part_6.9513801265085124_79.87697266622686
4,6.95777006,6.951380127,79.89909402,79.903922,part_6.95777006_79.89909402,part_6.9513801265085124_79.90392199622684
5,6.948786948,6.945591931,79.85417846,79.85900644,part_6.948786948_79.85417846,part_6.9455919310399565_79.85900643622678
6,6.948786948,6.945591931,79.8811278,79.88595578,part_6.948786948_79.8811278,part_6.9455919310399565_79.88595577622681
7,6.948786948,6.945591931,79.89909402,79.903922,part_6.948786948_79.89909402,part_6.9455919310399565_79.90392199622684
8,6.948786948,6.945591931,79.92604336,79.93087134,part_6.948786948_79.92604336,part_6.9455919310399565_79.93087133622683
9,6.903871388,6.90227373,79.98892514,79.99375312,part_6.903871388_79.98892514,part_6.902273730103503_79.99375311622681
10,6.903871388,6.90227373,80.04282382,80.0476518,part_6.903871388_80.04282382,part_6.902273730103503_80.04765179622677
11,6.86793894,6.864743377,79.86316158,79.86638023,part_6.86793894_79.86316158,part_6.8647433768466755_79.86638023081787
12,6.86793894,6.864743377,79.96197581,79.96680379,part_6.86793894_79.96197581,part_6.8647433768466755_79.96680378622675
13,6.86793894,6.864743377,79.97095892,79.9757869,part_6.86793894_79.97095892,part_6.8647433768466755_79.97578689622681
14,6.86793894,6.864743377,79.97994203,79.98477001,part_6.86793894_79.97994203,part_6.8647433768466755_79.98477000622687
15,6.86793894,6.864743377,79.98892514,79.99375312,part_6.86793894_79.98892514,part_6.8647433768466755_79.99375311622681
16,6.86793894,6.864743377,79.99790826,80.00273624,part_6.86793894_79.99790826,part_6.8647433768466755_80.00273623622675
17,6.86793894,6.864743377,80.0338407,80.03866868,part_6.86793894_80.0338407,part_6.8647433768466755_80.03866867622683
18,6.86793894,6.864743377,80.06977315,80.07460113,part_6.86793894_80.06977315,part_6.8647433768466755_80.07460112622684
19,6.86793894,6.864743377,80.08773938,80.09256736,part_6.86793894_80.08773938,part_6.8647433768466755_80.09256735622684
20,6.840989604,6.839391735,79.86316158,79.86638023,part_6.840989604_79.86316158,part_6.839391734770596_79.86638023081787
21,6.840989604,6.839391735,79.87214469,79.87697267,part_6.840989604_79.87214469,part_6.839391734770596_79.87697266622686
22,6.840989604,6.839391735,79.8811278,79.88595578,part_6.840989604_79.8811278,part_6.839391734770596_79.88595577622681
23,6.840989604,6.839391735,79.89909402,79.903922,part_6.840989604_79.89909402,part_6.839391734770596_79.90392199622684